2.7941644191741943,7.0,443.75448193231705
2.799809455871582,7.0,-279.4600481246933
2.8052704334259033,7.0,-1261.5687164582844
2.810717821121216,7.0,-2276.671830464021
2.8161678314208984,7.0,-3297.004529889566
2.821617603302002,7.0,-4319.452389977247
2.827178478240967,7.0,-5334.261711989585
2.8327317237854004,7.0,-6333.045580183979
2.838310956954956,7.0,-7185.021729381868
2.843879222869873,7.0,-7754.207196862056
2.8494482040405273,7.0,-8348.732586255113
2.8550078868865967,7.0,-8949.777110676843
2.8606009483337402,7.0,-9465.095873093163
2.8661816120147705,7.0,-10102.263338962368
2.871751070022583,7.0,-10759.992380614478
2.877322196960449,7.0,-11392.841340454113
2.882880687713623,7.0,-12062.219381874014
2.888439655303955,7.0,-12759.22719665178
2.8940048217773438,7.0,-13444.566293351356
2.899566650390625,7.0,-14176.13573110948
2.9051241874694824,7.0,-14909.12016508351
2.910720109939575,7.0,-15676.821595868902
2.916337013244629,7.0,-16461.78608677901
2.921962022781372,7.0,-17265.095446490308
2.9275450706481934,7.0,-18088.144819518784
2.9331276416778564,7.0,-18927.827453248534
2.938701629638672,7.0,-19791.81398438234
2.9443612098693848,7.0,-20681.81173722261
2.949979305267334,7.0,-21527.623460506013
2.9555764198303223,7.0,-22453.040266272423
2.961167335510254,7.0,-23383.365729797744
2.966752767562866,7.0,-24353.971822853637
2.9723410606384277,7.0,-25342.250994688053
2.9779398441314697,7.0,-26365.498760447066
2.9835402965545654,7.0,-27406.578384516215
2.989140272140503,7.0,-28460.131841660444
2.9945857524871826,7.0,-28229.824095145872
3.0000195503234863,7.0,-27986.50096581555
3.005448341369629,7.0,-27724.42405245179
3.0109329223632812,7.0,-27432.857527074513
3.0163941383361816,7.0,-27076.730219889072
3.0218307971954346,7.0,-26782.49300202222
3.0272700786590576,7.0,-26466.712443543787
3.0327186584472656,7.0,-26136.054135855018
3.038177728652954,7.0,-25788.93071660025
3.043632984161377,7.0,-25425.49261856591
3.049048662185669,7.0,-25046.708872893476
3.0544607639312744,7.0,-24651.83764941924
3.059880018234253,7.0,-24242.581685072586
3.0652921199798584,7.0,-23820.323543039252
3.070708990097046,7.0,-23381.818287901904
3.0761518478393555,7.0,-22929.374014655226
3.0815927982330322,7.0,-22463.371139767132
3.08701229095459,7.0,-21984.69885675321
3.092435836791992,7.0,-21492.94373360258
3.097860097885132,7.0,-20988.602213797247
3.103285312652588,7.0,-20471.091365142795
3.108701229095459,7.0,-19942.9198074806
3.114150047302246,7.0,-19404.32335400389
3.1196134090423584,7.0,-18855.300242478945
3.1250202655792236,7.0,-18295.549675976443
3.130359172821045,7.0,-17725.8908825376
3.1357815265655518,7.0,-17146.577459252527
3.1412012577056885,7.0,-16557.792415210974
3.1466009616851807,7.0,-15958.020676206164
3.152038335800171,7.0,-15349.30207676529
